,ctdpf_ckl_seawater_temperature,practical_salinity,ctdpf_ckl_seawater_conductivity,density,Label
"(1167238.585, 1167338.588]",2.601106000000001,34.42187095795715,3.1386933000000004,1033.2397072826614,1
"(1167338.588, 1167438.592]",2.6325279999999998,34.41509087392041,3.1398829999999998,1033.1230890583504,1
"(1167438.592, 1167538.595]",2.6601350000000004,34.40919001696896,3.1408077000000008,1033.0072140059024,1
"(1167538.595, 1167638.598]",2.6900890000000004,34.40268401448072,3.1418811000000018,1032.8900516244535,1
"(1167638.598, 1167738.602]",2.7201740000000005,34.39627391390221,3.1429774999999984,1032.773465976508,1
"(1167738.602, 1167838.605]",2.7519659999999986,34.38958226993736,3.144203599999997,1032.657013058246,1
"(1167838.605, 1167938.608]",2.7844669999999985,34.38274329933171,3.1454734,1032.5398330241296,1
"(1167938.608, 1168038.612]",2.8245160000000005,34.37484252295704,3.147306400000001,1032.4202528385897,1
"(1168038.612, 1168138.615]",2.8595920000000006,34.36745490591294,3.1487449999999986,1032.3014366164928,1
"(1168138.615, 1168238.618]",2.8996860000000004,34.35832166673697,3.150470200000001,1032.1800136618467,1
"(1168238.618, 1168338.621]",2.932307,34.35128132239632,3.151721900000001,1032.0618254042865,1
"(1168338.621, 1168438.625]",2.970723999999999,34.34285084830826,3.153365999999998,1031.94211802389,1
"(1168438.625, 1168538.628]",3.0143320000000005,34.33341403581352,3.1553714000000004,1031.8202097427156,1
"(1168538.628, 1168638.631]",3.0510230000000007,34.32654564554437,3.1569863999999996,1031.701324675267,1
"(1168638.631, 1168738.635]",3.0839129999999995,34.32008490542236,3.1583065000000006,1031.583640810971,1
"(1168738.635, 1168838.638]",3.1307930000000006,34.31058056060027,3.1605906,1031.4614496258944,1
"(1168838.638, 1168938.641]",3.168428,34.302689991822696,3.162219399999998,1031.3436535195187,1
"(1168938.641, 1169038.645]",3.2079910000000003,34.27262658318168,3.1621709000000013,1031.2084413238824,1
"(1169038.645, 1169138.648]",3.2484009999999994,34.28495997910178,3.1657046999999996,1031.1040306492669,1
"(1169138.648, 1169238.651]",3.2937920000000003,34.275791245145655,3.167878,1030.981755110952,1
