depth,date,temp,oxygen,Salinity,Chl
34.9,8/17/15 14:39,13.3969,NA,6.3,0.462
34.9,9/8/15 9:16,13.5067,NA,5.8,0.343
34.8,9/21/15 9:30,13.5904,NA,6.6,2.8
34.9,10/5/15 9:33,13.3456,NA,6.2,0.644
34.7,10/19/15 9:10,12.9237,NA,5.8,0.345
34.6,11/2/15 9:06,12.525,NA,6.1,0.292
34.8,11/19/15 9:15,11.6123,NA,6.7,0.16
34.8,12/14/15 9:13,10.6912,NA,7.2,0.24
35,1/19/16 9:37,9.7326,NA,7.2,0.255
35.2,2/1/16 8:52,9.2916,NA,7.6,0.338
34.9,3/9/16 9:12,9.2678,NA,8,0.46
34.7,3/21/16 10:46,9.2278,NA,7.9,0.593
35.3,4/6/16 9:00,9.486,NA,8.2,1.53
35.2,4/18/16 9:29,9.7896,NA,8.4,2.29
34.6,5/2/16 9:46,10.0854,NA,8.5,2.33
34.2,5/16/16 9:51,10.7283,NA,8.3,0.461
34.3,6/6/16 10:00,12.3388,NA,9.9,8.96
35.3,7/5/16 9:37,11.8916,NA,7.2,0.584
35,7/18/16 9:00,12.209,NA,6.7,0.88
34.4,8/1/16 9:56,13.0618,NA,7.1,2.76
34.7,8/15/16 9:31,12.8372,NA,6.3,0.709
34.4,9/6/16 9:23,12.9226,NA,5.5,0.08
34.9,9/19/16 9:40,12.937,NA,5.6,0.198
34.3,10/17/16 9:34,12.148,NA,5.6,0.307
34.8,11/7/16 11:02,12.0705,NA,6,0.154
35,11/21/16 9:27,11.4025,NA,6.3,0.23
34.5,12/19/16 13:27,10.6045,NA,6.8,0.187
35,1/23/17 9:34,8.7623,NA,7.5,0.11
35,11/6/17 8:47,11.3832,NA,5.7,0.315
35.1,2/21/17 9:43,8.1733,NA,7.9,0.238
34.9,3/20/17 9:18,7.9799,NA,8.2,0.345
35,5/10/17 10:27,9.1172,NA,8.8,2.98
35,5/1/17 8:42,8.8603,NA,8.9,1.95
35.2,4/17/17 9:01,8.4844,NA,8.6,0.686
35.1,3/15/17 8:31,7.9014,NA,8.4,0.401
34.3,12/18/17 13:43,10.0074,NA,7.1,0.288
35.1,8/7/17 9:01,12.0549,NA,6.2,0.445
35.1,7/5/17 9:09,11.4369,NA,7.7,0.635
35.1,6/5/17 8:42,10.1413,NA,8.4,0.661
35.2,11/20/17 9:28,10.6888,NA,6.4,0.326
35.1,9/19/17 8:58,12.5621,NA,5.6,0.499
35.1,8/28/17 9:43,12.6764,NA,6,0.368
35.1,10/3/17 13:43,13.0224,NA,6.5,2.08
35.1,4/11/17 8:55,8.3716,NA,8.5,2.46
35,7/17/17 8:32,11.6444,NA,6.9,0.859
35,4/3/17 9:49,8.2342,NA,8.5,0.941
35.3,2/8/17 8:40,8.2344,NA,7.8,0.17
35.2,3/29/17 8:16,8.1427,NA,8.5,0.973
35.2,9/5/17 9:03,12.354,NA,5.6,0.388
35,6/19/17 8:40,10.4069,NA,7.5,0.387
35,3/6/17 9:13,7.9107,NA,8.4,0.387
35,4/26/17 8:27,8.6983,NA,8.9,3.71
35,10/17/17 8:51,12.0784,NA,5.5,0.507
35.2,5/24/17 8:26,9.4655,NA,8.9,4.29
35,5/15/17 8:43,9.2277,NA,8.6,1.22
54.9,12/15/14 9:40,10.4589,NA,6.4,NA
54.8,10/5/15 9:32,12.9266,NA,5.7,NA
54.2,10/19/15 9:09,12.726,NA,5.8,NA
54.6,3/9/16 9:10,9.2557,NA,7.9,NA
54.3,7/5/16 9:36,11.7728,NA,7.1,NA
54.4,10/17/16 9:33,11.9868,NA,5.8,NA
55,2/2/94 0:00,9.2,29.935,7.7,NA
55,2/2/94 0:00,9.2,29.934,7.6,NA
55,3/8/94 0:00,8.3,29.964,8.3,NA
55,3/8/94 0:00,8.3,30.01,8.2,NA
55,4/25/94 0:00,8.8,29.544,8.7,NA
55,4/25/94 0:00,8.8,29.543,8.7,NA
55,5/4/94 0:00,10.1,29.535,8.6,NA
55,5/4/94 0:00,10.1,29.532,8.6,NA
55,5/9/94 0:00,10.1,29.536,8.6,NA
55,5/9/94 0:00,10.1,29.537,8.6,NA
55,6/8/94 0:00,11,29.73,8.1,NA
55,6/8/94 0:00,11,29.729,8.4,NA
55,7/6/94 0:00,12.7,NA,7,NA
55,7/6/94 0:00,12.6,NA,7.2,NA
55,7/25/94 0:00,12.9,29.984,7.3,NA
55,7/25/94 0:00,12.9,29.985,7.4,NA
55,8/29/94 0:00,13.7,30.416,6.4,NA
55,8/29/94 0:00,13.7,30.418,6.4,NA
55,10/17/94 0:00,12.2,30.71,6,NA
55,10/17/94 0:00,NA,30.711,5.9,NA
55,10/18/94 0:00,12,30.768,NA,NA
55,10/18/94 0:00,12,30.77,NA,NA
55,11/15/94 0:00,10.7,30.735,6.5,NA
55,11/15/94 0:00,10.5,30.735,6.5,NA
55,12/12/94 0:00,9.2,30.455,7.5,NA
55,12/12/94 0:00,9.2,30.442,7.5,NA
55,1/25/95 0:00,9,29.61,7.7,NA
55,1/25/95 0:00,8.8,29.609,7.7,NA
55,2/22/95 0:00,8.6,29.19,NA,NA
55,2/22/95 0:00,8.6,29.189,8.1,NA
55,4/4/95 0:00,8.8,28.96,NA,NA
55,4/4/95 0:00,8.8,28.963,8.4,NA
55,5/3/95 0:00,10.1,29.136,8.8,NA
55,5/3/95 0:00,10.2,29.135,8.2,NA
55,5/8/95 0:00,10.7,29.252,8.4,NA
55,5/8/95 0:00,10.7,29.266,8.3,NA
55,6/14/95 0:00,NA,29.318,8.4,NA
55,6/14/95 0:00,11.8,29.301,8.3,NA
55,7/5/95 0:00,NA,29.851,7.3,NA
55,7/5/95 0:00,NA,29.851,7.3,NA
55,7/25/95 0:00,12.9,29.951,6.1,NA
55,7/25/95 0:00,12.9,29.953,8.9,NA
55,8/1/95 0:00,13,30.022,6.9,NA
55,8/1/95 0:00,12.8,30.008,6.9,NA
55,9/25/95 0:00,12.6,NA,5.8,NA
55,9/25/95 0:00,12.6,NA,6,NA
55,10/9/95 0:00,12.4,NA,5.7,NA
55,10/9/95 0:00,12.4,NA,5.7,NA
55,10/10/95 0:00,NA,NA,6.2,NA
55,10/10/95 0:00,NA,30.542,6.1,NA
55,11/1/95 0:00,11.1,30.591,5.8,NA
55,11/1/95 0:00,11.1,30.595,5.8,NA
55,12/20/95 0:00,9.8,29.185,7.1,NA
55,12/20/95 0:00,9.8,29.19,7,NA
55,1/16/96 0:00,8.4,28.908,7.3,NA
55,1/16/96 0:00,8.6,28.905,7,NA
55,2/21/96 0:00,8.1,28.538,7.7,NA
55,2/21/96 0:00,8.1,28.538,8,NA
55,3/4/96 0:00,8.3,28.663,7.9,NA
55,3/4/96 0:00,8.3,28.663,7.9,NA
55,4/17/96 0:00,9.1,28.851,8,NA
55,4/17/96 0:00,9.1,28.853,8.1,NA
55,5/20/96 0:00,10.2,28.854,8.1,NA
55,5/20/96 0:00,10.2,28.854,8.1,NA
55,6/24/96 0:00,11.2,29.321,7.3,NA
55,6/24/96 0:00,11.2,29.322,7.3,NA
55,6/25/96 0:00,10.8,29.394,7.3,NA
55,6/25/96 0:00,10.8,29.393,7.4,NA
55,7/22/96 0:00,NA,29.768,7,NA
55,7/22/96 0:00,NA,29.767,7,NA
55,8/22/96 0:00,12.5,30.067,6.1,NA
55,8/22/96 0:00,12.5,30.067,6.1,NA
55,9/26/96 0:00,12.1,30.458,5.5,NA
55,9/26/96 0:00,12.1,30.459,5.5,NA
55,12/4/96 0:00,9.5,30.2,6.7,NA
55,12/4/96 0:00,9.5,30.2,6.7,NA
55,2/18/97 0:00,7.7,28.645,8.2,NA
55,2/18/97 0:00,7.7,28.638,8.2,NA
55,5/27/97 0:00,NA,28.804,7.8,NA
55,5/27/97 0:00,NA,28.801,7.9,NA
55,9/3/97 0:00,12.7,29.552,5.9,NA
55,9/3/97 0:00,12.7,29.562,5.8,NA
55,9/24/97 0:00,13.2,29.847,5.7,NA
55,9/24/97 0:00,12.9,29.845,5.7,NA
55,10/20/97 0:00,NA,29.627,6.1,NA
55,10/20/97 0:00,NA,29.626,5.9,NA
55,11/18/97 0:00,12.3,29.443,6,NA
55,11/18/97 0:00,12.1,29.443,6,NA
55,12/15/97 0:00,9.7,29.36,7.1,NA
55,12/15/97 0:00,9.7,29.36,6.9,NA
55,12/18/97 0:00,10.1,29.319,7.2,NA
55,12/18/97 0:00,10.1,29.319,7.2,NA
55,1/20/98 0:00,9,29.081,8,NA
55,1/20/98 0:00,9,29.081,8.3,NA
55,2/17/98 0:00,8.8,28.813,6.3,NA
55,2/17/98 0:00,8.8,28.813,7,NA
55,3/16/98 0:00,9.6,28.926,8.4,NA
55,3/16/98 0:00,9.6,28.933,8.7,NA
55,4/21/98 0:00,10.3,29.003,9.1,NA
55,4/21/98 0:00,10.3,29.003,9.5,NA
55,5/20/98 0:00,10.7,29.321,8.5,NA
55,5/20/98 0:00,10.7,29.316,8.3,NA
55,6/16/98 0:00,11.1,29.49,8.2,NA
55,6/16/98 0:00,11.1,29.207,7.9,NA
55,7/27/98 0:00,12.6,29.638,6.8,NA
55,7/27/98 0:00,12.6,29.639,7,NA
55,8/31/98 0:00,NA,30.111,6.6,NA
55,8/31/98 0:00,13.6,30.106,6.5,NA
55,9/28/98 0:00,13.1,30.389,5.9,NA
55,9/28/98 0:00,13,30.389,5.9,NA
55,10/20/98 0:00,12.3,30.538,6.01,NA
55,10/20/98 0:00,12.3,30.539,6.02,NA
55,11/16/98 0:00,11.5,30.586,6.3,NA
55,11/16/98 0:00,11.5,30.585,6.3,NA
55,12/14/98 0:00,10.1,29.949,7.4,NA
55,12/14/98 0:00,10.1,29.946,7.4,NA
55,2/3/99 0:00,8.71,NA,8.5,NA
55,3/16/99 0:00,8.09,NA,8.5,NA
54.8,4/21/99 0:00,8.5,NA,8.6,NA
55,5/17/99 0:00,8.99,NA,8.3,NA
55,6/21/99 0:00,10,NA,7.1,NA
55,7/26/99 0:00,10.6,NA,6.1,NA
55,8/18/99 0:00,11.3,NA,5.7,NA
55,9/20/99 0:00,11.5,NA,5.4,NA
55,10/20/99 0:00,11.4,NA,5.6,NA
55,11/15/99 0:00,10.4,NA,5.8,NA
55,12/7/99 0:00,9.67,NA,6.7,NA
55,1/18/00 0:00,8.5,NA,7.4,NA
55,2/14/00 0:00,8.1,NA,7.5,NA
55,3/21/00 0:00,8.1,NA,7.9,NA
55,4/17/00 0:00,8.5,NA,8,NA
55,5/15/00 0:00,9.2,NA,7.7,NA
55,6/19/00 0:00,10.2,NA,6.4,NA
55,7/17/00 0:00,10.8,NA,6.18,NA
55,8/21/00 0:00,11.9,NA,5.84,NA
55,9/18/00 0:00,11.9,NA,5.43,NA
55,10/23/00 0:00,11.5,NA,NA,NA
55,11/29/00 0:00,10.0974,NA,5.74,NA
55,12/20/00 0:00,9.2359,NA,6.2,NA
55,1/17/01 0:00,8.7509,NA,NA,NA
53.7,2/20/01 0:00,8.1076,NA,9.33,NA
55,3/21/01 0:00,8.1023,NA,8.58,NA
52.9,4/16/01 0:00,8.3488,NA,8,NA
53.8,5/22/01 0:00,9.2472,NA,8.36,NA
53.8,6/18/01 0:00,10.2,NA,7.51,NA
55,7/23/01 0:00,11.4,NA,6.47,NA
53.8,8/20/01 0:00,12.1,NA,5.93,NA
54.1,9/24/01 0:00,12.1,NA,6.08,NA
55.5,10/23/01 0:00,11.4,NA,6.33,NA
54.9,11/19/01 0:00,10.6,NA,5.53,NA
54.9,12/17/01 0:00,9.7,NA,6.25,NA
54.9,1/29/02 0:00,8.7,NA,8.5,NA
54.9,2/20/02 0:00,8.3,NA,9.8,NA
55,4/22/02 0:00,8.2,NA,7.9,NA
55,5/28/02 0:00,9.2,NA,NA,NA
54,6/24/02 0:00,10.1,NA,7,NA
55.1,7/22/02 0:00,11,NA,6.5,NA
55.1,8/27/02 0:00,11.8,NA,5.8,NA
55.1,9/23/02 0:00,11.8,NA,5.4,NA
55,10/21/02 0:00,11.4,NA,5.2,NA
55.1,11/18/02 0:00,10.4,NA,5.4,NA
55,12/17/02 0:00,9.8,NA,6.3,NA
55,1/22/03 0:00,9,NA,7.3,NA
55,2/25/03 0:00,8.9,NA,7.4,NA
55.1,3/25/03 0:00,8.9,NA,7.8,NA
54.8,4/28/03 0:00,9.3,NA,8.1,NA
55,5/28/03 0:00,10,NA,7.6,NA
54.9,6/24/03 0:00,10.8,NA,7.1,NA
54.9,7/29/03 0:00,11.9,NA,6.2,NA
55,8/26/03 0:00,12.6,NA,5.7,NA
55,9/30/03 0:00,12.2,NA,5.8,NA
54.9,10/29/03 0:00,11.6,NA,6.1,NA
55.2,11/19/03 0:00,11,NA,6.5,NA
55,12/16/03 0:00,9.4,NA,7,NA
55,1/21/04 0:00,8.7,NA,6.3,NA
54.8,2/19/04 0:00,8.3,NA,7.1,NA
55,3/22/04 0:00,8.4,NA,7.8,NA
55,4/27/04 0:00,9.1,NA,7.7,NA
55,5/26/04 0:00,10.2,NA,7.7,NA
54.9,6/29/04 0:00,11.1,NA,6.9,NA
55,7/28/04 0:00,12,NA,6.4,NA
55,8/24/04 0:00,12.6,NA,6.6,NA
55.1,9/28/04 0:00,12.6,NA,5.7,NA
55,10/27/04 0:00,11.8,NA,5.5,NA
54.9,11/16/04 0:00,10.9,NA,5.8,NA
55.1,12/20/04 0:00,9.9,NA,6.5,NA
54.8,1/24/05 0:00,8.8,NA,7.1,NA
54.8,2/28/05 0:00,8.4,NA,7.7,NA
54.7,3/28/05 0:00,8.7,NA,7.9,NA
54.8,4/25/05 0:00,9.2,NA,8.2,NA
54.9,5/23/05 0:00,10.1,NA,8.4,NA
54.9,6/28/05 0:00,11.3,NA,7.2,NA
54.9,7/20/05 0:00,11.7,NA,6.9,NA
55,8/22/05 0:00,12.7,NA,6.5,NA
54.9,9/26/05 0:00,12.4,NA,5.8,NA
54.8,10/24/05 0:00,11.8,NA,5.6,NA
54.6,11/28/05 0:00,11,NA,6.3,NA
54.8,12/19/05 0:00,9.6,NA,6.8,NA
54.8,2/7/06 0:00,8.9,NA,8,NA
55,3/1/06 0:00,8.6,NA,7.9,NA
54.9,3/27/06 0:00,8.3,NA,8.1,NA
54.7,4/24/06 0:00,8.8,NA,8.2,NA
54.8,5/30/06 0:00,10,NA,8,NA
54.8,6/26/06 0:00,10.7,NA,7.1,NA
54.7,7/24/06 0:00,11.5,NA,6.4,NA
54.9,8/22/06 0:00,12.3,NA,6,NA
54.8,9/25/06 0:00,12.4,NA,5.9,NA
54.8,10/23/06 0:00,12,NA,5.6,NA
54.8,11/29/06 0:00,10.4,NA,6.7,NA
54.9,12/18/06 0:00,9.7,NA,NA,NA
54.7,1/16/07 0:00,9,NA,7.7,NA
54.8,2/22/07 0:00,8.2,NA,8.1,NA
54.9,3/19/07 0:00,8.2,NA,8.4,NA
54.8,4/16/07 0:00,8.5,NA,8.1,NA
54.8,5/21/07 13:45,9.6,NA,8.3,NA
54.8,6/18/07 13:25,10.4334,NA,8,NA
54.8,7/16/07 13:28,11.3958,NA,7.3,NA
54.9,8/20/07 10:13,11.7679,NA,5.8,NA
54.8,9/17/07 10:06,11.9809,NA,5.7,NA
54.8,10/15/07 13:04,11.4223,NA,5.6,NA
54.9,11/26/07 13:01,10.2833,NA,6.5,NA
54.7,12/17/07 13:19,9.203,NA,7.3,NA
54.7,1/28/08 14:03,7.9424,NA,8.2,NA
54.9,2/25/08 13:22,7.5903,NA,8.4,NA
54.9,3/19/08 9:43,7.6782,NA,8.4,NA
54.8,4/21/08 13:20,7.9502,NA,8.2,NA
54.8,5/19/08 9:48,8.6133,NA,7.8,NA
54.9,6/16/08 10:02,9.3076,NA,7.1,NA
54.8,7/21/08 10:48,10.6159,NA,6.7,NA
54.8,8/19/08 9:51,11.1815,NA,5.8,NA
54.8,9/15/08 11:21,11.7152,NA,5.6,NA
54.7,10/20/08 10:15,11.1573,NA,5.9,NA
54.9,11/17/08 10:47,10.3829,NA,6.2,NA
54.9,12/16/08 9:42,9.4928,NA,6.9,NA
54.9,1/20/09 9:40,8.3633,NA,7.7,NA
54.9,2/17/09 10:00,7.5507,NA,7.7,NA
55,3/16/09 10:31,7.4014,NA,8.2,NA
55,4/20/09 10:15,7.7459,NA,8.4,NA
54.9,5/18/09 10:11,8.5591,NA,8.4,NA
54.9,6/15/09 9:37,9.7976,NA,7.6,NA
55,7/20/09 9:56,10.9929,NA,6.6,NA
54.9,8/17/09 10:09,11.703,NA,6.1,NA
54.9,9/21/09 9:42,12.2814,NA,5.6,NA
54.9,10/19/09 14:36,11.6838,NA,5.7,NA
55,11/17/09 13:28,10.8474,NA,6.5,NA
54.9,12/15/09 10:05,9.8395,NA,6.6,NA
54.6,1/19/10 10:31,8.7614,NA,7.4,NA
55.4,2/23/10 14:09,8.7053,NA,7.4,NA
54.6,3/17/10 13:07,8.7345,NA,7.9,NA
55.2,4/19/10 9:46,9.0139,NA,8.6,NA
55.3,5/18/10 11:13,9.7171,NA,8.8,NA
54.8,6/21/10 15:39,10.5713,NA,7.9,NA
54.5,7/20/10 9:28,11.3509,NA,7.2,NA
54.8,8/17/10 10:13,11.8771,NA,6.7,NA
54.6,9/21/10 10:46,12.0832,NA,5.8,NA
54.5,10/18/10 9:39,11.6681,NA,5.6,NA
54.5,11/15/10 9:24,11.0682,NA,6.1,NA
54.9,12/20/10 9:46,9.379,NA,7.4,NA
54.7,1/18/11 9:46,8.6292,NA,8,NA
54.4,2/22/11 9:48,8.1533,NA,8,NA
54.9,3/21/11 9:25,7.7152,NA,8.9,NA
54.4,4/18/11 11:04,7.9684,NA,8.5,NA
54.7,5/16/11 9:25,8.5685,NA,8.8,NA
54.4,6/20/11 9:58,9.8563,NA,8,NA
54.7,7/18/11 9:36,10.6033,NA,7.3,NA
54.5,8/15/11 9:32,11.2654,NA,6.3,NA
54.6,9/19/11 9:23,11.555,NA,6.1,NA
54.5,10/17/11 9:24,11.4165,NA,6,NA
54.5,11/28/11 9:26,9.9469,NA,7,NA
54.3,12/19/11 11:07,9.1692,NA,6.9,NA
54.4,1/23/12 10:01,8.1249,NA,7.6,NA
54.7,2/21/12 9:30,7.7945,NA,7.8,NA
54.4,3/19/12 9:54,7.5498,NA,8.3,NA
54.6,4/16/12 9:28,7.8883,NA,8.5,NA
54.6,5/21/12 9:18,9.0055,NA,8.5,NA
54.6,6/18/12 10:30,9.5567,NA,7.3,NA
54.6,7/16/12 9:04,10.2743,NA,6.5,NA
54.6,8/20/12 9:43,11.3739,NA,6.3,NA
54.2,9/17/12 9:52,11.611,NA,6.1,NA
54.9,10/16/12 12:25,11.3076,NA,5.8,NA
54.1,11/26/12 9:29,10.2558,NA,6.6,NA
53.8,12/18/12 13:02,9.6073,NA,7.1,NA
54.6,1/22/13 9:13,8.893,NA,7.3,NA
54.4,2/19/13 9:15,8.2761,NA,7.5,NA
54.6,3/18/13 10:41,8.181,NA,7.9,NA
54.8,4/16/13 9:18,8.4717,NA,8.2,NA
54.7,5/20/13 9:46,9.0461,NA,8,NA
54,6/18/13 9:30,10.0792,NA,7.1,NA
54.5,7/15/13 9:40,11.1949,NA,6.4,NA
54.5,8/26/13 9:30,12.036,NA,6.5,NA
54.6,9/16/13 9:55,12.0668,NA,5.9,NA
54.5,10/21/13 9:21,11.5118,NA,5.6,NA
54.3,11/18/13 9:10,10.7602,NA,5.9,NA
54.4,12/16/13 9:25,9.2344,NA,6.5,NA
54.4,1/21/14 9:32,8.5436,NA,7.2,NA
54.5,2/4/14 12:52,8.0885,NA,7.4,NA
54.7,3/19/14 9:06,7.9047,NA,8,NA
54.5,4/22/14 14:00,8.6771,NA,8.3,NA
54.5,5/7/14 10:56,9.0684,NA,8.2,NA
54.7,5/19/14 10:22,9.5944,NA,8,NA
54.6,6/4/14 10:11,10.0064,NA,7.4,NA
54.6,6/16/14 10:16,10.6114,NA,7.6,NA
54.5,7/7/14 9:59,10.9287,NA,6.7,NA
54.9,7/21/14 9:29,11.4478,NA,6.5,NA
54.2,9/8/14 9:28,12.3865,NA,5.5,NA
54,9/22/14 9:40,12.1843,NA,5.6,NA
54.9,10/6/14 9:39,12.3204,NA,5.3,NA
54.6,10/20/14 9:28,12.359,NA,5.4,NA
54.9,11/3/14 9:55,11.9096,NA,6,NA
54.9,11/17/14 10:19,12.0962,NA,5.9,NA
55.1,1/20/15 9:39,9.9814,NA,7,NA
54.4,2/2/15 9:40,9.7052,NA,7,NA
54.7,2/17/15 9:33,9.5601,NA,7.1,NA
53.9,3/23/15 9:23,9.557,NA,7.5,NA
54.5,4/6/15 9:12,9.8097,NA,7.8,NA
54.6,4/20/15 10:31,9.8139,NA,7.6,NA
54.5,5/4/15 9:31,9.9145,NA,7.5,NA
54.8,5/18/15 9:28,10.3402,NA,7.6,NA
54,6/2/15 8:55,10.6402,NA,7.3,NA
54.9,6/15/15 9:28,11.3407,NA,7.3,NA
54.6,7/6/15 9:55,12.1857,NA,7,NA
54.5,7/20/15 9:23,12.6588,NA,6.9,NA
54.6,8/3/15 12:10,12.8802,NA,6.4,NA
55.1,8/17/15 14:38,13.089,NA,6.1,NA
55.1,9/8/15 9:15,13.1814,NA,5.6,NA
54.9,9/21/15 9:29,13.0245,NA,5.8,NA
54.7,11/2/15 9:04,12.3987,NA,6.1,NA
54.9,11/19/15 9:14,11.5184,NA,6.5,NA
54.7,12/14/15 9:12,10.4647,NA,7.3,NA
54.7,1/19/16 9:36,9.6173,NA,7.2,NA
54.6,2/1/16 8:52,9.2609,NA,7.6,NA
54.8,2/16/16 8:52,9.0785,NA,7.9,NA
54.8,3/21/16 10:45,9.2092,NA,7.9,NA
55.2,4/6/16 8:58,9.3997,NA,8,NA
54.8,4/18/16 9:28,9.6638,NA,8,NA
54,5/2/16 9:46,9.9749,NA,8.2,NA
54.9,5/16/16 9:49,10.568,NA,8,NA
53.9,6/6/16 10:00,11.4713,NA,8,NA
54.9,6/20/16 10:34,11.223,NA,6.8,NA
54.8,7/18/16 8:58,11.7204,NA,6.3,NA
54.1,8/1/16 9:55,12.3068,NA,6.2,NA
54.6,8/15/16 9:31,12.5386,NA,6,NA
54.7,9/6/16 9:22,12.7001,NA,5.5,NA
54.5,9/19/16 9:39,12.6809,NA,5.5,NA
54.6,10/3/16 9:55,12.7405,NA,5.3,NA
54.6,11/7/16 11:01,11.468,NA,6.1,NA
54.5,11/21/16 9:26,11.4183,NA,6.2,NA
54.2,12/19/16 13:25,10.604,NA,6.7,NA
55.1,8/28/17 9:40,12.4999,NA,6,NA
55,5/1/17 8:41,8.9108,NA,8.9,NA
55,5/10/17 10:25,8.939,NA,8.3,NA
54.7,1/23/17 9:33,8.706,NA,7.5,NA
55.1,4/3/17 9:46,8.1954,NA,8.5,NA
55,4/17/17 8:58,8.4716,NA,8.5,NA
55,3/6/17 9:11,7.9251,NA,8.4,NA
55,4/26/17 8:25,8.759,NA,8.9,NA
55.1,7/5/17 9:07,11.065,NA,7.1,NA
55,6/5/17 8:40,10.0548,NA,7.9,NA
55.1,7/17/17 8:31,11.474,NA,6.6,NA
55,3/29/17 8:13,8.128,NA,8.4,NA
55.2,5/15/17 8:41,9.3631,NA,8.3,NA
55.2,3/15/17 8:30,7.8575,NA,8.4,NA
55,2/21/17 9:43,8.1612,NA,7.8,NA
55.3,2/8/17 8:38,8.1701,NA,7.9,NA
55.1,11/20/17 9:27,10.6175,NA,6.3,NA
55.1,10/3/17 13:41,12.3005,NA,5,NA
55,6/19/17 8:39,10.2599,NA,7,NA
55,4/11/17 8:54,8.4279,NA,8.6,NA
55.1,3/20/17 9:17,7.9457,NA,8.3,NA
55.1,5/24/17 8:25,9.3206,NA,8.5,NA
55,9/5/17 9:01,12.2854,NA,5.6,NA
55,8/7/17 9:00,11.8733,NA,6,NA
54.9,10/17/17 8:49,11.917,NA,5.4,NA
55.2,12/18/17 13:42,10.0055,NA,6.8,NA
55.1,9/19/17 8:57,12.4924,NA,5.5,NA
55,11/6/17 8:46,11.3084,NA,5.7,NA
60.8,3/21/02 10:56,8,NA,7.9,4.84
72.2,3/21/02 0:00,8,NA,8,1.54
86.6,3/21/02 0:00,8,NA,8,0.955
99.3,10/20/14 9:26,11.9273,NA,5.4,NA
98.5,3/23/15 9:21,9.539,NA,7.5,NA
99.6,8/17/15 14:36,12.997,NA,6.2,NA
99.3,1/19/16 9:34,9.2814,NA,7.4,NA
99.2,3/21/16 10:43,9.2085,NA,7.9,NA
99.8,4/6/16 8:57,9.3905,NA,7.9,NA
99.3,7/18/16 8:57,11.6482,NA,6.3,NA
99.4,11/7/16 11:00,11.4054,NA,5.9,NA
100,2/2/94 0:00,9.2,30.077,7.5,NA
100,3/8/94 0:00,8.3,30.011,8.3,NA
100,4/25/94 0:00,9.3,29.632,8.7,NA
100,5/4/94 0:00,9.6,29.741,8.5,NA
100,5/9/94 0:00,9.5,29.781,8.2,NA
100,6/8/94 0:00,10.8,29.953,8,NA
100,7/6/94 0:00,11.8,NA,6.8,NA
100,7/25/94 0:00,12.4,30.172,7,NA
100,8/29/94 0:00,12.8,30.509,6.3,NA
100,10/17/94 0:00,11.8,30.809,5.8,NA
100,10/18/94 0:00,11.8,30.821,5.8,NA
100,11/15/94 0:00,10.5,30.737,6.6,NA
100,12/12/94 0:00,9.2,30.47,7.7,NA
100,1/25/95 0:00,8.6,29.741,7.8,NA
100,2/22/95 0:00,8.6,29.39,8.2,NA
100,4/4/95 0:00,8.8,29.057,8.3,NA
100,5/3/95 0:00,9.7,29.332,8.4,NA
100,5/8/95 0:00,10.3,29.565,8.4,NA
100,6/14/95 0:00,11,29.68,7.2,NA
100,7/5/95 0:00,12,29.984,7.3,NA
100,7/25/95 0:00,12.2,30.2,6.9,NA
100,8/1/95 0:00,12.6,30.198,7,NA
100,9/25/95 0:00,12.5,NA,5.9,NA
100,10/9/95 0:00,12.2,NA,5.3,NA
100,10/10/95 0:00,NA,30.682,5.9,NA
100,11/1/95 0:00,11,30.602,5.9,NA
100,12/20/95 0:00,9.9,29.653,6.5,NA
100,1/16/96 0:00,8.3,29.078,7.4,NA
100,2/21/96 0:00,8.2,28.861,7.6,NA
100,3/4/96 0:00,8.1,28.746,7.8,NA
100,4/17/96 0:00,8.8,29.16,7.8,NA
100,5/20/96 0:00,9.7,29.083,8,NA
100,6/24/96 0:00,10.6,29.594,7.1,NA
100,6/25/96 0:00,11.1,29.671,8,NA
100,7/22/96 0:00,11.3,29.929,6.8,NA
100,8/22/96 0:00,12.1,30.288,6,NA
100,9/26/96 0:00,11.7,30.573,5.5,NA
100,12/4/96 0:00,9.3,30.245,6.6,NA
100,2/18/97 0:00,7.6,28.998,8.2,NA
100,5/27/97 0:00,NA,29.267,7.6,NA
100,9/3/97 0:00,12.9,29.934,5.9,NA
100,9/24/97 0:00,12.4,29.982,5.8,NA
100,10/20/97 0:00,11,29.736,5.9,NA
100,11/18/97 0:00,12.1,29.484,6.1,NA
100,12/15/97 0:00,9.6,29.393,7,NA
100,12/18/97 0:00,9.9,29.406,7.5,NA
100,1/20/98 0:00,9,29.189,8.2,NA
100,2/17/98 0:00,8.8,28.963,5.4,NA
100,3/16/98 0:00,9.6,29.221,8.6,NA
100,4/21/98 0:00,10.4,29.337,8.9,NA
100,5/20/98 0:00,10.7,29.466,8.8,NA
100,6/16/98 0:00,11,29.595,7.9,NA
100,7/27/98 0:00,12.5,29.771,7.1,NA
100,8/31/98 0:00,13,30.376,6.3,NA
100,9/28/98 0:00,12.7,30.59,6.1,NA
100,10/20/98 0:00,12.1,30.666,5.79,NA
100,11/16/98 0:00,11.2,30.714,6.4,NA
100,12/14/98 0:00,10.2,30.06,7.2,NA
100,2/3/99 0:00,8.68,NA,8.5,NA
100,3/16/99 0:00,8.05,NA,8.6,NA
99.4,4/21/99 0:00,8.51,NA,8.6,NA
