File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,latitude,longitude,station,INS:LOCATION,sea_water_pressure,sea_water_temperature,Salinity:Practical:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],moles_of_oxygen_per_unit_mass_in_sea_water,mass_concentration_of_chlorophyll,Fluorescence:CTD:Wetlabs [mg/m^3],PAR:CTD [µE/m^2/sec]
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,562.0,3.6743,34.1856,27.1969,67.4,0.68,29.5,0.037000000000000005,0.158,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,562.0,3.6933,34.1788,27.1896,67.4,0.69,29.9,0.038,0.129,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,562.0,3.6822,34.1867,27.197,67.4,0.69,30.2,0.037000000000000005,0.142,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,562.0,3.7095,34.1655,27.1774,67.4,0.69,29.9,0.037000000000000005,0.161,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,562.0,3.6725,34.194,27.2038,67.4,0.7,30.4,0.049,0.132,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,563.0,3.6735,34.1858,27.1971,67.5,0.68,29.4,0.037000000000000005,0.157,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,563.0,3.6914,34.1798,27.1906,67.4,0.69,30.0,0.037000000000000005,0.127,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,563.0,3.7091,34.1662,27.178,67.4,0.69,29.8,0.04,0.146,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,563.0,3.6713,34.1946,27.2044,67.4,0.7,30.3,0.049,0.155,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,563.4,3.6815,34.1876,27.1978,67.4,0.7,30.2,0.040999999999999995,0.142,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,564.0,3.6902,34.1801,27.1909,67.4,0.69,30.1,0.044000000000000004,0.147,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,564.0,3.6807,34.1877,27.1979,67.3,0.69,30.2,0.04,0.152,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,564.0,3.7086,34.1664,27.1782,67.5,0.69,29.9,0.04,0.141,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,564.2,3.6723,34.1865,27.1978,67.4,0.67,29.2,0.037000000000000005,0.15,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,564.3,3.6704,34.195,27.2048,67.4,0.7,30.2,0.049,0.139,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,564.9,3.7078,34.1669,27.1787,67.4,0.69,29.9,0.037000000000000005,0.146,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,565.0,3.6712,34.1874,27.1986,67.4,0.67,29.2,0.037000000000000005,0.147,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,565.0,3.6886,34.1814,27.1921,67.5,0.69,30.0,0.043,0.134,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,565.0,3.6806,34.1877,27.1979,67.3,0.69,30.2,0.037000000000000005,0.129,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,565.0,3.6694,34.1955,27.2053,67.4,0.7,30.3,0.044000000000000004,0.134,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,566.0,3.6683,34.1888,27.2,67.5,0.67,29.2,0.037000000000000005,0.138,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,566.0,3.6855,34.1834,27.194000000000003,67.5,0.69,29.9,0.039,0.152,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,566.0,3.6801,34.1879,27.1982,67.4,0.69,30.2,0.037000000000000005,0.127,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,566.0,3.6687,34.1958,27.2056,67.5,0.7,30.3,0.049,0.152,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,566.2,3.7061,34.1679,27.1796,67.4,0.68,29.6,0.037000000000000005,0.16699999999999998,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,567.0,3.6665,34.1887,27.2001,67.5,0.67,29.3,0.037000000000000005,0.158,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,567.0,3.6837,34.1841,27.1948,67.5,0.69,29.9,0.037000000000000005,0.16,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,567.0,3.7041,34.1687,27.1805,67.4,0.69,30.0,0.037000000000000005,0.13699999999999998,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,567.0,3.6676,34.1965,27.2062,67.4,0.7,30.3,0.049,0.147,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,567.1,3.6793,34.1881,27.1984,67.4,0.69,30.1,0.037000000000000005,0.134,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,567.9,3.6786,34.1884,27.1987,67.4,0.69,29.9,0.039,0.141,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,568.0,3.6652,34.1889,27.2004,67.5,0.67,29.3,0.037000000000000005,0.14400000000000002,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,568.0,3.6823,34.1844,27.1951,67.5,0.69,29.9,0.04,0.139,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,568.0,3.701,34.1702,27.182,67.4,0.69,29.9,0.040999999999999995,0.142,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,568.0,3.6667,34.1969,27.2066,67.4,0.7,30.2,0.049,0.132,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,568.9,3.6646,34.1887,27.2003,67.5,0.67,29.2,0.037000000000000005,0.161,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,569.0,3.6813,34.1848,27.1956,67.1,0.69,29.8,0.04,0.13699999999999998,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,569.0,3.6768,34.1894,27.1997,67.4,0.69,29.9,0.040999999999999995,0.153,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,569.0,3.7008,34.1705,27.1822,67.4,0.69,29.9,0.040999999999999995,0.132,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,569.1,3.6659,34.196999999999996,27.2068,67.5,0.7,30.2,0.049,0.154,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,569.9,3.6654,34.1973,27.2071,67.4,0.69,30.2,0.049,0.135,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,570.0,3.6802,34.185,27.1958,67.5,0.69,29.9,0.038,0.122,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,570.0,3.6725,34.1907,27.2011,67.4,0.69,29.8,0.038,0.12,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,570.0,3.7014,34.1722,27.1835,67.5,0.69,29.9,0.038,0.142,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,570.3,3.6638,34.1893,27.2009,67.5,0.67,29.1,0.037000000000000005,0.12,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,571.0,3.6637,34.1893,27.2009,67.5,0.67,29.2,0.037000000000000005,0.139,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,571.0,3.68,34.1852,27.195999999999998,67.5,0.69,29.9,0.037000000000000005,0.14300000000000002,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,571.0,3.6684,34.192,27.2026,67.4,0.69,29.9,0.043,0.155,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,571.0,3.7007,34.1731,27.1843,67.4,0.69,29.9,0.037000000000000005,0.146,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,571.0,3.6648,34.1981,27.2078,67.4,0.69,30.2,0.049,0.149,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,572.0,3.6638,34.1895,27.201,67.5,0.67,29.2,0.037000000000000005,0.141,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,572.0,3.6791,34.1857,27.1965,67.4,0.69,29.9,0.039,0.149,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,572.0,3.6639,34.1984,27.2081,67.4,0.7,30.2,0.049,0.141,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,572.1,3.6677,34.1931,27.2035,67.4,0.69,29.8,0.038,0.13,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,572.1,3.6997,34.1738,27.185,67.4,0.69,30.0,0.037000000000000005,0.16899999999999998,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,573.0,3.6630000000000003,34.1908,27.2021,67.4,0.67,29.2,0.037000000000000005,0.146,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,573.0,3.6785,34.1864,27.1971,67.5,0.69,29.9,0.037000000000000005,0.146,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,573.0,3.6672,34.1933,27.2037,67.4,0.69,29.8,0.037000000000000005,0.145,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,573.0,3.6991,34.1744,27.1855,67.4,0.69,29.9,0.037000000000000005,0.139,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,573.0,3.6630000000000003,34.1987,27.2084,67.3,0.69,30.1,0.049,0.138,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,574.0,3.6627,34.1912,27.2025,67.4,0.68,29.3,0.037000000000000005,0.15,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,574.0,3.6782,34.1867,27.1974,67.5,0.69,30.0,0.04,0.138,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,574.0,3.6665,34.1938,27.2042,67.4,0.68,29.7,0.037000000000000005,0.131,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,574.0,3.6975,34.1756,27.1866,67.4,0.69,29.9,0.038,0.14800000000000002,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,574.0,3.662,34.1989,27.2087,67.4,0.69,30.1,0.049,0.168,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,575.0,3.6619,34.1922,27.2034,67.4,0.68,29.5,0.037000000000000005,0.147,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,575.0,3.6776,34.1876,27.1982,67.4,0.69,30.2,0.037000000000000005,0.15,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,575.0,3.6657,34.1941,27.2045,67.4,0.68,29.7,0.037000000000000005,0.157,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,575.0,3.6964,34.1764,27.1874,67.4,0.69,30.1,0.037000000000000005,0.163,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,575.0,3.6599,34.1992,27.2091,67.4,0.69,30.0,0.049,0.159,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,575.9,3.6578,34.1999,27.2099,67.4,0.69,29.8,0.049,0.134,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,576.0,3.6781,34.188,27.1984,67.5,0.69,30.2,0.037000000000000005,0.14400000000000002,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,576.0,3.6637,34.1951,27.2055,67.4,0.68,29.6,0.037000000000000005,0.16,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,576.0,3.6945,34.1783,27.1891,67.4,0.69,30.0,0.037000000000000005,0.15,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,576.1,3.6606,34.1932,27.2043,67.5,0.67,29.3,0.037000000000000005,0.151,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,577.0,3.66,34.1936,27.2047,67.5,0.67,29.3,0.037000000000000005,0.139,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,577.0,3.6783,34.188,27.1984,67.4,0.69,30.1,0.092,0.14,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,577.0,3.6606,34.1963,27.2068,67.4,0.68,29.5,0.038,0.163,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,577.0,3.6912,34.1807,27.1913,67.4,0.69,30.0,0.037000000000000005,0.162,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,577.0,3.6543,34.201,27.2111,66.9,0.69,29.8,0.049,0.136,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,578.0,3.6596,34.1939,27.205,67.5,0.67,29.0,0.037000000000000005,0.151,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,578.0,3.6782,34.1881,27.1985,67.5,0.69,30.1,0.061,0.14800000000000002,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,578.0,3.6908,34.1808,27.1914,67.4,0.69,30.0,0.037000000000000005,0.139,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,578.0,3.6528,34.2014,27.2116,67.2,0.69,29.8,0.049,0.151,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,578.2,3.657,34.1967,27.2074,67.4,0.68,29.4,0.037000000000000005,0.165,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,579.0,3.6583,34.1943,27.2054,67.5,0.67,29.1,0.037000000000000005,0.14400000000000002,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,579.0,3.678,34.1889,27.1992,67.4,0.69,30.2,0.049,0.156,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,579.0,3.6552,34.196999999999996,27.2079,67.4,0.68,29.5,0.037000000000000005,0.142,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,579.0,3.6512,34.2019,27.2122,67.4,0.69,29.8,0.049,0.139,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,579.1,3.6898,34.1814,27.191999999999997,67.4,0.69,30.1,0.037000000000000005,0.16399999999999998,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,580.0,3.6555,34.195,27.2062,67.5,0.67,29.1,0.037000000000000005,0.154,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,580.0,3.6776,34.1893,27.1995,67.4,0.69,30.2,0.049,0.14,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,580.0,3.6541,34.1974,27.2083,67.4,0.68,29.5,0.037000000000000005,0.14800000000000002,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,580.0,3.6498,34.2023,27.2126,67.4,0.68,29.6,0.049,0.138,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,580.1,3.6883,34.1828,27.1933,67.4,0.69,30.2,0.037000000000000005,0.175,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,581.0,3.6511,34.1956,27.2071,67.5,0.67,29.1,0.037000000000000005,0.132,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,581.0,3.6771,34.1903,27.2004,67.5,0.69,30.2,0.043,0.15,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,581.0,3.6526,34.1985,27.2093,67.4,0.68,29.5,0.045,0.136,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,581.0,3.6866,34.1841,27.1945,67.4,0.69,30.1,0.037000000000000005,0.156,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,581.0,3.6468,34.2033,27.2137,67.4,0.68,29.6,0.049,0.13699999999999998,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,582.0,3.6515,34.1975,27.2086,67.5,0.67,29.1,0.037000000000000005,0.146,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,582.0,3.6765,34.1907,27.2007,67.5,0.69,30.2,0.040999999999999995,0.145,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,582.0,3.6860000000000004,34.1846,27.1949,67.4,0.69,30.1,0.037000000000000005,0.145,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,582.1,3.6523,34.1994,27.2101,67.4,0.68,29.6,0.037000000000000005,0.134,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,582.1,3.6452,34.2038,27.2143,67.5,0.68,29.5,0.049,0.139,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,582.9,3.6428,34.2043,27.2149,67.4,0.67,29.2,0.049,0.147,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,583.0,3.6492,34.1985,27.2096,67.5,0.67,29.2,0.037000000000000005,0.14,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,583.0,3.6754,34.1915,27.2015,67.5,0.7,30.3,0.037000000000000005,0.153,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,583.0,3.6860000000000004,34.1847,27.195,67.4,0.69,30.2,0.039,0.153,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,583.1,3.6528,34.2012,27.2114,67.4,0.68,29.6,0.042,0.146,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,584.0,3.6484,34.1986,27.2098,67.5,0.67,29.1,0.037000000000000005,0.146,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,584.0,3.6737,34.1924,27.2024,67.5,0.69,30.1,0.037000000000000005,0.141,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,584.0,3.6502,34.2024,27.2127,67.4,0.68,29.5,0.042,0.147,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,584.0,3.6854,34.1852,27.1955,67.5,0.69,30.2,0.037000000000000005,0.153,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,584.0,3.6404,34.2054,27.215999999999998,67.4,0.67,28.9,0.049,0.152,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,585.0,3.6466,34.1996,27.2108,67.5,0.67,29.1,0.037000000000000005,0.14800000000000002,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,585.0,3.6725,34.1931,27.203000000000003,67.4,0.69,30.0,0.038,0.141,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,585.0,3.6495,34.2026,27.2129,67.4,0.68,29.5,0.037000000000000005,0.139,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,585.0,3.6832,34.1867,27.1969,67.5,0.69,30.2,0.037000000000000005,0.131,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,585.0,3.6311,34.208,27.219,67.4,0.67,28.9,0.044000000000000004,0.154,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,586.0,3.6404,34.2029,27.214000000000002,67.4,0.67,29.0,0.037000000000000005,0.149,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,586.0,3.6717,34.1933,27.2033,67.5,0.69,30.1,0.037000000000000005,0.14400000000000002,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,586.0,3.6489999999999996,34.2027,27.213,67.4,0.68,29.6,0.037000000000000005,0.153,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,586.0,3.6816,34.1878,27.1979,67.4,0.7,30.2,0.040999999999999995,0.14,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,586.0,3.6246,34.2093,27.2207,67.4,0.66,28.9,0.049,0.151,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,586.9,3.6389,34.2031,27.2143,67.4,0.67,29.0,0.037000000000000005,0.14800000000000002,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,587.0,3.6705,34.1939,27.2039,67.5,0.69,30.1,0.045,0.157,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,587.0,3.6471,34.203,27.2134,67.4,0.68,29.6,0.037000000000000005,0.156,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,587.0,3.6806,34.1886,27.1987,67.4,0.69,30.2,0.037000000000000005,0.14300000000000002,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,587.0,3.6206,34.21,27.2216,67.4,0.66,28.7,0.049,0.155,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,588.0,3.6366,34.2038,27.2151,66.8,0.66,28.5,0.037000000000000005,0.152,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,588.0,3.67,34.194,27.204,67.5,0.69,30.1,0.037000000000000005,0.146,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,588.0,3.6196,34.21,27.2217,67.4,0.66,28.7,0.047,0.14400000000000002,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,588.1,3.6437,34.2034,27.2141,67.4,0.68,29.5,0.037000000000000005,0.156,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,588.1,3.6793,34.1894,27.1994,67.5,0.69,30.2,0.037000000000000005,0.153,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,588.9,3.6413,34.2035,27.2144,67.4,0.67,29.1,0.043,0.115,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,589.0,3.6335,34.2045,27.215999999999998,67.4,0.65,28.4,0.037000000000000005,0.156,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,589.0,3.6696,34.1941,27.2041,67.5,0.69,30.1,0.040999999999999995,0.14,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,589.0,3.6788,34.19,27.1999,67.5,0.7,30.3,0.038,0.142,
2012-12-0099.ctd,UTC,04/06/2012, 11:33,99,49.999829999999996,-144.9995,P26,Mid-ship,589.0,3.6174,34.2102,27.2221,67.4,0.66,28.6,0.049,0.133,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,590.0,3.6284,34.2052,27.217,67.4,0.65,28.3,0.043,0.155,
