File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,latitude,longitude,station,INS:LOCATION,sea_water_pressure,sea_water_temperature,Salinity:Practical:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],moles_of_oxygen_per_unit_mass_in_sea_water,mass_concentration_of_chlorophyll,Fluorescence:CTD:Wetlabs [mg/m^3],PAR:CTD [µE/m^2/sec]
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,2613.9,1.6699,34.6385,27.7332,67.9,2.12,91.9,0.024,0.115,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,2613.9,1.6761,34.6372,27.7317,67.9,2.09,90.9,0.024,0.11800000000000001,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,2614.0,1.6792,34.637,27.7313,67.9,2.08,90.5,0.026000000000000002,0.11900000000000001,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,2615.0,1.6683,34.6389,27.7337,67.9,2.11,91.8,0.024,0.13699999999999998,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,2615.0,1.676,34.6374,27.7319,67.8,2.09,91.0,0.024,0.128,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,2615.0,1.6793,34.637,27.7313,67.9,2.08,90.5,0.024,0.127,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,2616.0,1.6680000000000001,34.639,27.7338,67.9,2.12,92.0,0.024,0.127,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,2616.0,1.6761,34.6376,27.732,67.8,2.1,91.2,0.024,0.128,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,2616.0,1.6792,34.637,27.7313,67.9,2.09,90.7,0.024,0.125,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,2617.0,1.6677,34.639,27.7338,67.9,2.12,92.1,0.021,0.128,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,2617.0,1.6756,34.6377,27.7322,67.8,2.1,91.3,0.024,0.126,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,2617.0,1.6788,34.6372,27.7315,67.9,2.09,90.7,0.024,0.124,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,2618.0,1.6678,34.6387,27.7335,67.9,2.12,92.2,0.024,0.121,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,2618.0,1.6751,34.6378,27.7323,67.8,2.1,91.1,0.024,0.135,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,2618.0,1.6783,34.6371,27.7315,67.9,2.09,90.7,0.024,0.126,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,2618.9,1.6674,34.639,27.7338,67.9,2.13,92.4,0.024,0.132,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,2619.0,1.6749,34.6378,27.7323,67.8,2.1,91.2,0.024,0.139,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,2619.0,1.6778,34.6372,27.7316,67.9,2.09,90.7,0.024,0.125,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,2620.0,1.6663,34.6392,27.7341,67.9,2.12,92.1,0.024,0.14400000000000002,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,2620.0,1.6774,34.6372,27.7316,67.9,2.1,91.0,0.024,0.13,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,2620.1,1.6741,34.6379,27.7324,67.8,2.1,91.2,0.024,0.129,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,2620.6,1.6734,34.6379,27.7325,67.9,2.1,91.0,0.024,0.138,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,2621.0,1.676,34.6375,27.732,67.9,2.1,91.0,0.024,0.105,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,2621.1,1.6658,34.6393,27.7342,67.9,2.13,92.4,0.024,0.128,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,2622.0,1.6657,34.6391,27.734,67.9,2.13,92.4,0.024,0.105,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,2622.0,1.6753,34.6377,27.7322,67.9,2.09,90.9,0.027000000000000003,0.107,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,2622.2,1.6733,34.6383,27.7328,67.8,2.11,91.6,0.024,0.142,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,2623.0,1.6658,34.6393,27.7342,67.9,2.13,92.4,0.024,0.12,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,2623.0,1.6724,34.6383,27.7329,67.8,2.11,91.4,0.024,0.13699999999999998,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,2623.0,1.6754,34.6378,27.7323,67.9,2.1,91.4,0.024,0.115,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,2624.0,1.6658,34.6394,27.7343,67.9,2.13,92.4,0.024,0.11599999999999999,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,2624.0,1.6717,34.6385,27.7331,67.9,2.11,91.6,0.024,0.114,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,2624.0,1.6753,34.6378,27.7323,67.9,2.1,91.4,0.024,0.109,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,2625.0,1.6658,34.6393,27.7342,67.9,2.13,92.5,0.022000000000000002,0.128,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,2625.0,1.6714,34.6384,27.733,67.9,2.11,91.6,0.024,0.142,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,2625.0,1.6746,34.6378,27.7323,67.9,2.1,91.3,0.024,0.114,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,2625.7,1.6714,34.6382,27.7329,67.8,2.11,91.5,0.024,0.132,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,2626.0,1.6655,34.6393,27.7342,67.9,2.13,92.5,0.018000000000000002,0.11199999999999999,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,2626.0,1.6737,34.6379,27.7325,67.9,2.1,91.4,0.024,0.122,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,2627.0,1.665,34.6395,27.7344,67.9,2.13,92.5,0.024,0.122,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,2627.0,1.6734,34.6381,27.7326,67.9,2.11,91.4,0.024,0.135,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,2627.5,1.671,34.6385,27.7331,67.9,2.11,91.8,0.024,0.127,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,2628.0,1.6648,34.6394,27.7343,67.9,2.13,92.5,0.024,0.11800000000000001,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,2628.0,1.6711,34.6386,27.7332,67.8,2.12,92.0,0.024,0.139,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,2628.0,1.6733,34.6381,27.7327,67.9,2.1,91.4,0.024,0.134,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,2628.9,1.6648,34.6395,27.7344,67.9,2.13,92.6,0.024,0.122,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,2629.0,1.671,34.6386,27.7332,67.8,2.12,92.0,0.024,0.13699999999999998,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,2629.0,1.6733,34.638000000000005,27.7326,67.9,2.11,91.4,0.024,0.12300000000000001,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,2630.0,1.6649,34.6395,27.7344,67.9,2.13,92.7,0.024,0.126,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,2630.0,1.6705,34.6388,27.7334,67.8,2.12,91.9,0.024,0.113,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,2630.0,1.6734,34.6381,27.7326,67.9,2.11,91.5,0.024,0.13,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,2630.9,1.6697,34.6387,27.7334,67.9,2.11,91.8,0.024,0.129,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,2631.0,1.6649,34.6397,27.7346,67.9,2.14,92.8,0.024,0.133,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,2631.0,1.6731,34.6381,27.7327,67.9,2.11,91.7,0.024,0.124,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,2632.0,1.6636,34.6397,27.7347,67.9,2.13,92.6,0.024,0.109,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,2632.0,1.6725,34.6382,27.7328,67.9,2.11,91.5,0.024,0.126,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,2632.1,1.6697,34.6388,27.7335,67.8,2.13,92.4,0.024,0.124,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,2633.0,1.6637,34.6396,27.7346,67.9,2.14,92.8,0.024,0.11699999999999999,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,2633.0,1.6694,34.6388,27.7335,67.8,2.12,92.2,0.024,0.111,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,2633.0,1.6719,34.6382,27.7328,67.9,2.11,91.8,0.024,0.125,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,2633.9,1.6634,34.6397,27.7347,67.9,2.14,92.9,0.024,0.121,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,2634.0,1.6689,34.6389,27.7336,67.9,2.12,92.0,0.024,0.128,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,2634.0,1.6717,34.6385,27.7331,67.9,2.11,91.8,0.024,0.11800000000000001,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,2634.6,1.6683,34.6389,27.7337,67.9,2.12,92.0,0.024,0.12,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,2635.0,1.6637,34.6397,27.7347,67.9,2.14,93.0,0.024,0.131,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,2635.0,1.6715,34.6385,27.7331,67.9,2.12,92.0,0.026000000000000002,0.12,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,2636.0,1.6635,34.6399,27.7348,67.9,2.14,93.0,0.024,0.14400000000000002,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,2636.0,1.6677,34.6392,27.734,67.8,2.13,92.6,0.024,0.136,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,2636.0,1.6711,34.6387,27.7333,67.9,2.11,91.7,0.027999999999999997,0.13,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,2636.9,1.671,34.6385,27.7331,67.9,2.11,91.8,0.024,0.11699999999999999,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,2637.0,1.6628,34.64,27.735,67.9,2.14,93.0,0.024,0.12,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,2637.0,1.6669,34.6394,27.7342,67.8,2.13,92.6,0.024,0.11,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,2638.0,1.6608,34.6402,27.7353,67.9,2.14,93.0,0.024,0.131,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,2638.1,1.666,34.6393,27.7342,67.9,2.13,92.7,0.024,0.11199999999999999,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,2638.2,1.6709,34.6387,27.7333,67.9,2.12,92.0,0.024,0.12,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,2639.0,1.6646,34.6395,27.7344,67.9,2.14,92.9,0.024,0.133,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,2639.0,1.67,34.6389,27.7335,67.9,2.12,92.3,0.024,0.11599999999999999,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,2639.3,1.6603,34.6402,27.7353,67.9,2.15,93.4,0.024,0.124,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,2640.0,1.6598,34.6404,27.7355,67.9,2.15,93.4,0.024,0.128,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,2640.0,1.6645,34.6395,27.7344,67.8,2.14,92.9,0.024,0.11800000000000001,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,2640.0,1.6694,34.6389,27.7336,67.9,2.12,92.2,0.024,0.12300000000000001,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,2641.0,1.6591,34.6406,27.7357,67.9,2.16,93.8,0.024,0.12,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,2641.0,1.6643,34.6396,27.7345,67.9,2.13,92.7,0.024,0.128,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,2641.0,1.6693,34.6388,27.7335,67.9,2.12,92.2,0.027000000000000003,0.121,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,2641.8,1.6692,34.6387,27.7334,67.9,2.12,92.2,0.024,0.11599999999999999,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,2642.0,1.6584,34.6408,27.7359,67.9,2.16,93.8,0.024,0.11199999999999999,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,2642.0,1.6643,34.6397,27.7346,67.8,2.14,92.9,0.024,0.11900000000000001,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,2643.0,1.6575,34.6409,27.7361,67.9,2.16,93.8,0.024,0.121,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,2643.0,1.6642,34.6398,27.7347,67.9,2.14,92.8,0.024,0.12300000000000001,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,2643.1,1.6691,34.639,27.7337,67.9,2.13,92.5,0.024,0.128,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,2643.9,1.6638,34.6397,27.7346,67.9,2.14,92.8,0.024,0.128,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,2644.0,1.6558,34.6412,27.7364,67.9,2.15,93.6,0.024,0.129,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,2644.0,1.6680000000000001,34.6394,27.7341,67.9,2.13,92.5,0.024,0.115,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,2645.0,1.6557,34.6411,27.7364,67.9,2.16,93.9,0.024,0.126,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,2645.0,1.6665,34.6396,27.7344,67.9,2.13,92.6,0.03,0.141,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,2645.2,1.6637,34.6397,27.7347,67.8,2.14,92.8,0.024,0.128,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,2646.0,1.6546,34.6414,27.7367,67.9,2.17,94.2,0.024,0.107,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,2646.0,1.6637,34.6399,27.7348,67.9,2.14,93.0,0.024,0.128,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,2646.0,1.6651,34.6397,27.7346,67.9,2.13,92.7,0.026000000000000002,0.13,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,2647.0,1.6535,34.6416,27.7369,67.9,2.17,94.1,0.024,0.129,
